id,emp,comp,lastratingdate,left
4199,16,jblrepyr,15-01-2017,0
2704,270,ujplihug,16-03-2017,0
2415,194,rcwkfavv,21-09-2016,0
878,31,ewpvmfbc,11-04-2016,0
4216,32,jblrepyr,09-01-2017,0
4225,37,jblrepyr,23-11-2016,0
4515,80,wsmblohy,20-03-2017,0
1472,1,phcvroct,29-09-2016,1
1988,377,phcvroct,24-03-2015,0
3651,9,jnvpfmup,10-03-2017,0
1203,135,iqdwmigj,02-02-2017,1
683,259,yodaczsb,19-03-2017,0
883,40,ewpvmfbc,15-03-2016,1
3180,128,siexkzzo,15-02-2017,1
934,120,ewpvmfbc,02-02-2016,0
3600,27,ojidyfnn,12-06-2016,0
2479,292,rcwkfavv,15-03-2017,0
3868,197,bhqczwkj,20-03-2017,0
4186,6,jblrepyr,07-02-2017,0
4762,628,wsmblohy,17-03-2017,0
1395,154,ugldwwzf,23-11-2016,0
1191,120,iqdwmigj,21-12-2016,0
2435,222,rcwkfavv,20-03-2017,0
4657,377,wsmblohy,22-02-2017,1
2335,98,rcwkfavv,23-09-2016,1
1449,38,xccmgbjz,20-03-2017,0
2586,101,ujplihug,19-03-2017,0
1219,153,iqdwmigj,28-02-2017,0
2920,21,ejeyobsm,29-06-2016,0
1772,156,phcvroct,17-03-2017,0
1065,78,rujnkvse,20-03-2017,0
3420,55,fqsozvpv,15-03-2017,0
2592,109,ujplihug,21-02-2017,0
975,174,ewpvmfbc,12-05-2016,0
4827,842,wsmblohy,20-03-2017,0
2966,73,ejeyobsm,08-07-2016,0
2185,863,phcvroct,20-03-2017,0
3788,92,bhqczwkj,26-09-2016,0
4454,24,wsmblohy,02-03-2017,0
2341,106,rcwkfavv,20-03-2017,0
1196,128,iqdwmigj,28-02-2017,0
3729,12,bhqczwkj,05-03-2017,0
1897,230,phcvroct,27-05-2016,1
1169,81,iqdwmigj,09-01-2017,0
3005,36,nmxkgvmi,30-10-2016,0
1052,57,rujnkvse,17-03-2017,0
4042,58,ydqdpmvi,20-03-2017,0
2881,34,dmgwoqhz,17-03-2017,0
3883,215,bhqczwkj,08-02-2017,0
2453,251,rcwkfavv,20-03-2017,0
4424,6,wsmblohy,22-02-2017,0
3039,15,lgqwnfsg,09-12-2016,0
3559,182,vwcdylha,25-11-2016,0
3382,15,fqsozvpv,13-03-2017,0
3802,109,bhqczwkj,17-01-2017,0
4474,36,wsmblohy,17-03-2017,0
3424,59,fqsozvpv,15-03-2017,0
3959,311,bhqczwkj,17-03-2017,0
1983,366,phcvroct,21-10-2015,1
3843,162,bhqczwkj,17-03-2017,0
279,347,bnivzbfi,08-11-2016,0
1868,208,phcvroct,19-03-2017,0
3521,129,vwcdylha,24-03-2016,0
2398,173,rcwkfavv,19-01-2017,0
1770,155,phcvroct,19-11-2016,0
4195,13,jblrepyr,27-01-2017,0
1157,59,iqdwmigj,06-01-2017,0
1135,15,iqdwmigj,23-02-2017,0
949,140,ewpvmfbc,22-11-2016,0
203,240,bnivzbfi,15-03-2017,0
1906,244,phcvroct,25-01-2017,0
1505,19,phcvroct,19-03-2017,0
4289,136,jblrepyr,11-10-2016,0
4664,391,wsmblohy,10-03-2017,0
2486,306,rcwkfavv,05-10-2016,0
2600,121,ujplihug,17-03-2017,0
4446,19,wsmblohy,17-03-2017,0
801,109,ocsicwng,06-03-2017,0
26,17,bnivzbfi,22-07-2016,0
2747,8,pfmjacpm,20-03-2017,0
365,7,oecfwdaq,02-06-2016,0
4086,109,ydqdpmvi,20-03-2017,0
3416,51,fqsozvpv,14-03-2017,0
1454,45,xccmgbjz,15-02-2017,0
2046,492,phcvroct,16-03-2017,0
3451,30,vwcdylha,22-03-2016,0
2627,155,ujplihug,26-02-2017,0
4671,427,wsmblohy,17-03-2017,0
2541,22,ujplihug,20-03-2017,0
4083,106,ydqdpmvi,20-03-2017,0
1653,95,phcvroct,27-02-2017,0
1636,86,phcvroct,19-03-2017,0
3028,19,lgqwnfsg,21-02-2017,1
2958,63,ejeyobsm,02-08-2016,0
3080,6,siexkzzo,18-03-2017,0
4464,30,wsmblohy,19-03-2017,0
3450,29,vwcdylha,22-06-2016,0
3245,213,siexkzzo,19-03-2017,0
2293,26,rcwkfavv,08-02-2017,0
1989,379,phcvroct,12-03-2015,1
3556,178,vwcdylha,22-04-2016,0
3964,318,bhqczwkj,22-02-2017,0
4431,10,wsmblohy,17-03-2017,0
3105,34,siexkzzo,21-12-2016,0
4258,82,jblrepyr,03-03-2017,0
4710,510,wsmblohy,02-03-2017,1
541,91,yodaczsb,23-01-2017,1
1205,137,iqdwmigj,27-02-2017,0
4307,173,jblrepyr,09-11-2016,0
1950,304,phcvroct,31-01-2017,0
6,4,bnivzbfi,20-03-2017,0
903,73,ewpvmfbc,14-06-2016,0
2413,191,rcwkfavv,16-03-2017,0
1705,121,phcvroct,24-02-2015,0
1134,12,iqdwmigj,23-02-2017,0
3946,292,bhqczwkj,12-12-2016,0
1751,145,phcvroct,16-03-2017,0
4167,212,ydqdpmvi,20-03-2017,0
3757,46,bhqczwkj,18-03-2017,0
1370,124,ugldwwzf,28-11-2016,0
2295,31,rcwkfavv,20-03-2017,0
632,169,yodaczsb,17-01-2017,1
4153,190,ydqdpmvi,18-03-2017,0
553,97,yodaczsb,05-12-2016,1
3820,129,bhqczwkj,20-03-2017,0
1541,37,phcvroct,20-03-2017,0
1499,16,phcvroct,24-10-2015,0
4236,52,jblrepyr,17-01-2017,0
2712,347,ujplihug,25-08-2016,1
745,37,ocsicwng,04-03-2017,0
3870,201,bhqczwkj,27-01-2017,0
3031,6,lgqwnfsg,20-03-2017,0
1388,142,ugldwwzf,26-09-2016,1
1841,194,phcvroct,18-03-2017,0
2718,366,ujplihug,17-07-2016,0
2533,14,ujplihug,25-10-2016,1
1324,54,ugldwwzf,02-12-2016,0
4011,24,ydqdpmvi,20-03-2017,0
4402,43,rcyiinms,20-03-2017,0
1464,57,xccmgbjz,06-03-2017,1
1694,481,phcvroct,08-06-2016,1
4099,124,ydqdpmvi,15-03-2017,0
3259,235,siexkzzo,07-03-2017,0
211,250,bnivzbfi,20-03-2017,0
178,210,bnivzbfi,26-07-2016,0
254,308,bnivzbfi,16-02-2017,0
4155,192,ydqdpmvi,20-03-2017,0
2385,157,rcwkfavv,28-09-2016,1
4136,168,ydqdpmvi,09-08-2016,1
3071,52,lgqwnfsg,17-02-2017,1
3094,22,siexkzzo,17-03-2017,0
4135,165,ydqdpmvi,12-10-2016,1
3716,60,spfcrgea,30-01-2016,0
4759,612,wsmblohy,20-03-2017,0
2742,2,pfmjacpm,06-03-2017,0
2714,352,ujplihug,02-01-2017,1
2529,10,ujplihug,20-03-2017,0
3931,269,bhqczwkj,09-01-2017,0
3340,359,siexkzzo,16-03-2017,0
1202,134,iqdwmigj,07-02-2017,0
3797,103,bhqczwkj,20-03-2017,0
2202,890,phcvroct,27-06-2016,0
1911,251,phcvroct,24-06-2015,1
924,108,ewpvmfbc,11-10-2016,0
4575,199,wsmblohy,24-02-2017,1
2769,17,ylpksopb,26-07-2016,0
287,359,bnivzbfi,20-03-2017,0
1404,164,ugldwwzf,31-01-2017,0
3423,58,fqsozvpv,15-03-2017,0
2039,484,phcvroct,24-02-2017,1
3347,366,siexkzzo,24-06-2016,0
23,13,bnivzbfi,20-03-2017,0
3549,168,vwcdylha,18-11-2016,0
4315,189,jblrepyr,19-03-2017,0
2851,14,oqvaqcak,30-05-2016,0
2314,62,rcwkfavv,20-03-2017,0
2579,92,ujplihug,20-03-2017,0
2388,161,rcwkfavv,20-03-2017,0
1551,42,phcvroct,09-02-2016,1
3301,300,siexkzzo,01-07-2016,0
3032,7,lgqwnfsg,09-01-2017,0
4526,118,wsmblohy,23-02-2017,0
2008,427,phcvroct,28-03-2016,1
460,48,yodaczsb,06-02-2017,0
2439,226,rcwkfavv,01-11-2016,1
2002,414,phcvroct,16-07-2015,1
3351,373,siexkzzo,20-03-2017,0
4014,28,ydqdpmvi,20-03-2017,0
4668,414,wsmblohy,02-03-2017,1
1565,49,phcvroct,08-11-2016,0
521,80,yodaczsb,16-01-2017,1
2116,656,phcvroct,05-09-2016,1
3597,24,ojidyfnn,13-06-2016,0
2427,209,rcwkfavv,19-12-2016,0
4390,30,rcyiinms,06-03-2017,0
1309,28,ugldwwzf,24-10-2016,1
4523,102,wsmblohy,01-03-2017,1
169,198,bnivzbfi,18-03-2017,0
3713,57,spfcrgea,30-01-2016,0
3856,183,bhqczwkj,02-03-2017,0
4209,28,jblrepyr,12-10-2016,0
3643,78,ojidyfnn,13-06-2016,0
431,33,yodaczsb,21-11-2016,1
1389,144,ugldwwzf,30-01-2017,0
2710,276,ujplihug,22-10-2016,0
2633,162,ujplihug,20-03-2017,0
1241,178,iqdwmigj,06-02-2017,0
2910,11,ejeyobsm,15-02-2017,0
3000,115,ejeyobsm,17-03-2017,0
1262,204,iqdwmigj,16-02-2017,0
800,108,ocsicwng,08-03-2017,0
3599,26,ojidyfnn,13-06-2016,0
673,245,yodaczsb,03-01-2017,1
1148,42,iqdwmigj,22-02-2017,0
3364,388,siexkzzo,26-01-2017,0
4267,100,jblrepyr,16-03-2017,0
245,295,bnivzbfi,07-09-2016,0
4719,528,wsmblohy,20-03-2017,0
777,80,ocsicwng,04-03-2017,0
3139,79,siexkzzo,27-07-2016,0
4380,20,rcyiinms,15-03-2017,0
1642,89,phcvroct,01-10-2016,1
3190,144,siexkzzo,30-01-2017,0
322,443,bnivzbfi,09-03-2017,0
3216,174,siexkzzo,30-11-2016,0
4413,12,fjslutlg,15-03-2017,0
3193,147,siexkzzo,16-03-2017,0
3253,228,siexkzzo,20-03-2017,0
1537,35,phcvroct,22-04-2016,1
3211,168,siexkzzo,21-11-2016,0
1018,235,ewpvmfbc,23-11-2016,0
2473,282,rcwkfavv,19-09-2016,0
3852,177,bhqczwkj,23-11-2016,1
4191,266,jblrepyr,07-12-2016,0
4147,182,ydqdpmvi,20-03-2017,0
3647,3,jnvpfmup,20-03-2017,0
4770,702,wsmblohy,17-03-2017,0
3070,51,lgqwnfsg,07-03-2017,0
4193,11,jblrepyr,10-12-2016,0
616,150,yodaczsb,09-01-2017,1
96,100,bnivzbfi,20-03-2017,0
4317,191,jblrepyr,20-03-2017,0
3542,159,vwcdylha,21-10-2016,0
4817,832,wsmblohy,10-03-2017,0
2011,433,phcvroct,01-02-2017,1
3291,288,siexkzzo,17-03-2017,0
3554,174,vwcdylha,22-07-2016,0
74,76,bnivzbfi,01-12-2016,0
3025,1,lgqwnfsg,20-03-2017,0
1335,72,ugldwwzf,12-10-2016,0
65,66,bnivzbfi,14-02-2017,0
2502,5,pkeebtfe,01-02-2017,0
653,199,yodaczsb,13-12-2016,1
962,155,ewpvmfbc,08-11-2016,0
2642,175,ujplihug,04-10-2016,0
1407,167,ugldwwzf,16-03-2017,0
4352,17,bucyzegb,17-10-2016,0
2957,62,ejeyobsm,25-06-2016,0
3860,187,bhqczwkj,15-03-2017,0
1085,107,rujnkvse,17-03-2017,0
1200,132,iqdwmigj,16-12-2016,0
3387,20,fqsozvpv,13-03-2017,0
766,63,ocsicwng,15-03-2017,0
4345,244,jblrepyr,19-03-2017,0
1910,250,phcvroct,27-11-2015,1
2380,152,rcwkfavv,30-09-2016,0
3129,66,siexkzzo,20-01-2017,0
831,157,ocsicwng,28-11-2016,0
4403,45,rcyiinms,15-03-2017,0
593,118,yodaczsb,20-01-2017,1
3553,173,vwcdylha,12-09-2016,0
4516,82,wsmblohy,20-03-2017,0
240,290,bnivzbfi,18-03-2017,0
2542,23,ujplihug,20-03-2017,0
3768,62,bhqczwkj,16-03-2017,0
780,84,ocsicwng,20-03-2017,0
3083,9,siexkzzo,20-03-2017,0
257,311,bnivzbfi,13-12-2016,0
1594,64,phcvroct,20-03-2017,1
507,73,yodaczsb,31-10-2016,1
217,257,bnivzbfi,17-03-2017,0
3610,40,ojidyfnn,10-06-2016,0
3151,95,siexkzzo,03-03-2017,0
4739,574,wsmblohy,20-03-2017,0
4097,122,ydqdpmvi,26-01-2017,0
774,76,ocsicwng,09-03-2017,0
3572,196,vwcdylha,27-05-2016,0
4763,644,wsmblohy,18-03-2017,0
953,144,ewpvmfbc,22-11-2016,0
4321,202,jblrepyr,04-03-2017,0
1183,109,iqdwmigj,28-02-2017,0
3223,182,siexkzzo,10-03-2017,0
3406,41,fqsozvpv,14-03-2017,0
930,115,ewpvmfbc,01-02-2016,0
1703,120,phcvroct,14-03-2017,1
3026,2,lgqwnfsg,10-03-2017,1
2735,420,ujplihug,16-09-2016,1
4615,273,wsmblohy,20-03-2017,0
95,99,bnivzbfi,20-03-2017,0
3967,322,bhqczwkj,21-12-2016,1
4666,407,wsmblohy,22-02-2017,0
1059,70,rujnkvse,10-02-2017,0
2317,68,rcwkfavv,18-10-2016,0
4605,258,wsmblohy,03-03-2017,1
3099,27,siexkzzo,17-02-2017,0
3296,293,siexkzzo,15-03-2017,0
3630,61,ojidyfnn,13-06-2016,0
2130,681,phcvroct,11-03-2017,0
24,14,bnivzbfi,04-03-2016,1
2997,109,ejeyobsm,20-03-2017,0
4650,353,wsmblohy,09-03-2017,0
4546,155,wsmblohy,03-03-2017,1
1308,27,ugldwwzf,20-03-2017,0
3969,325,bhqczwkj,14-03-2017,0
757,50,ocsicwng,06-02-2017,0
2343,109,rcwkfavv,19-03-2017,0
2142,746,phcvroct,03-03-2017,0
3154,99,siexkzzo,19-02-2017,0
3480,74,vwcdylha,27-09-2016,0
2825,92,ylpksopb,18-06-2016,0
2050,498,phcvroct,02-03-2016,1
290,366,bnivzbfi,20-03-2017,0
1894,227,phcvroct,01-10-2016,1
2028,468,phcvroct,09-03-2017,0
3274,260,siexkzzo,20-03-2017,0
2233,948,phcvroct,14-03-2017,0
4414,1,wsmblohy,20-03-2017,0
3186,136,siexkzzo,20-03-2017,0
3876,208,bhqczwkj,24-11-2016,0
4115,144,ydqdpmvi,20-03-2017,0
698,276,yodaczsb,01-03-2017,0
4427,8,wsmblohy,17-03-2017,0
1559,46,phcvroct,20-03-2017,0
710,306,yodaczsb,08-03-2017,0
620,156,yodaczsb,23-01-2017,1
3710,54,spfcrgea,31-01-2016,0
914,91,ewpvmfbc,14-11-2016,0
4543,152,wsmblohy,01-03-2017,1
2667,218,ujplihug,26-10-2016,0
4398,39,rcyiinms,14-03-2017,0
2430,212,rcwkfavv,20-03-2017,0
144,163,bnivzbfi,20-03-2017,0
12,6,bnivzbfi,15-02-2017,0
3656,15,jnvpfmup,20-03-2017,0
3111,42,siexkzzo,18-03-2017,0
4292,140,jblrepyr,10-11-2016,0
439,37,yodaczsb,13-12-2016,1
4646,349,wsmblohy,13-03-2017,0
2063,557,phcvroct,08-10-2016,0
3267,249,siexkzzo,01-09-2016,0
1311,32,ugldwwzf,28-10-2016,1
1244,182,iqdwmigj,27-02-2017,0
2555,58,ujplihug,21-02-2017,0
3244,212,siexkzzo,22-07-2016,0
162,188,bnivzbfi,17-03-2017,0
2635,165,ujplihug,20-03-2017,0
1872,210,phcvroct,20-03-2017,1
3218,176,siexkzzo,16-03-2017,0
4098,123,ydqdpmvi,20-03-2017,0
547,94,yodaczsb,20-01-2017,1
3629,60,ojidyfnn,13-06-2016,0
3652,10,jnvpfmup,20-03-2017,0
3204,160,siexkzzo,16-03-2017,0
1462,55,xccmgbjz,17-03-2017,0
4338,237,jblrepyr,06-03-2017,0
3880,212,bhqczwkj,20-03-2017,0
2458,261,rcwkfavv,20-03-2017,0
4059,80,ydqdpmvi,15-09-2016,0
3504,109,vwcdylha,16-08-2016,0
743,34,ocsicwng,20-03-2017,0
1007,223,ewpvmfbc,06-06-2016,0
1278,6,ugldwwzf,20-03-2017,0
4240,58,jblrepyr,26-12-2016,0
3201,156,siexkzzo,08-02-2017,0
2937,39,ejeyobsm,20-03-2017,0
1177,97,iqdwmigj,06-02-2017,0
244,294,bnivzbfi,06-02-2017,0
3409,44,fqsozvpv,14-03-2017,0
4291,138,jblrepyr,24-12-2016,0
3895,228,bhqczwkj,16-03-2017,0
2126,670,phcvroct,19-09-2016,0
1255,196,iqdwmigj,28-11-2016,1
72,74,bnivzbfi,20-03-2017,0
3654,13,jnvpfmup,16-03-2017,0
2168,827,phcvroct,20-03-2017,0
2060,553,phcvroct,02-05-2016,1
2365,136,rcwkfavv,20-02-2017,0
1005,221,ewpvmfbc,12-09-2016,0
1788,164,phcvroct,14-03-2017,1
2447,240,rcwkfavv,09-01-2017,0
2457,258,rcwkfavv,04-02-2017,0
1662,897,phcvroct,13-09-2016,1
4045,62,ydqdpmvi,20-03-2017,0
4618,278,wsmblohy,20-03-2017,0
995,211,ewpvmfbc,22-11-2016,0
3980,350,bhqczwkj,10-03-2017,0
2057,550,phcvroct,08-10-2015,1
4533,136,wsmblohy,03-03-2017,1
3631,62,ojidyfnn,08-06-2016,0
3487,83,vwcdylha,06-04-2016,0
2432,218,rcwkfavv,18-03-2017,0
4165,207,ydqdpmvi,19-03-2017,0
3127,63,siexkzzo,19-09-2016,0
2508,15,pkeebtfe,02-11-2016,0
1583,58,phcvroct,17-03-2017,0
3358,382,siexkzzo,17-03-2017,0
1369,123,ugldwwzf,31-10-2016,0
4404,52,rcyiinms,27-01-2017,0
1814,178,phcvroct,08-10-2015,0
2303,42,rcwkfavv,19-09-2016,0
1627,81,phcvroct,02-03-2017,1
4624,289,wsmblohy,20-03-2017,0
85,89,bnivzbfi,14-03-2017,0
278,346,bnivzbfi,17-03-2017,0
4285,129,jblrepyr,14-12-2016,0
107,112,bnivzbfi,21-03-2016,1
3027,2,lgqwnfsg,11-03-2017,1
4067,89,ydqdpmvi,23-12-2016,0
4602,241,wsmblohy,02-03-2017,1
736,26,ocsicwng,20-03-2017,0
3254,229,siexkzzo,21-12-2016,0
4566,183,wsmblohy,20-03-2017,0
3021,27,nmxkgvmi,23-10-2016,0
4351,254,jblrepyr,19-11-2016,0
3680,15,lydqevjo,02-02-2016,0
1124,37,vcqsbirc,03-09-2016,0
4133,163,ydqdpmvi,19-03-2017,0
3239,207,siexkzzo,20-03-2017,0
3996,7,ydqdpmvi,20-03-2017,0
2411,188,rcwkfavv,19-03-2017,0
3732,17,bhqczwkj,22-02-2017,0
3384,17,fqsozvpv,13-03-2017,0
1060,71,rujnkvse,20-03-2017,0
3803,110,bhqczwkj,15-10-2016,0
3344,363,siexkzzo,11-08-2016,0
742,32,ocsicwng,20-03-2017,0
4802,815,wsmblohy,17-03-2017,0
2906,7,ejeyobsm,16-03-2017,0
2522,419,ujplihug,13-09-2016,1
1793,167,phcvroct,04-08-2016,1
590,116,yodaczsb,18-01-2017,1
873,26,ewpvmfbc,14-11-2016,0
2172,833,phcvroct,01-06-2016,0
306,407,bnivzbfi,19-03-2017,0
4309,180,jblrepyr,04-02-2017,0
3260,236,siexkzzo,17-06-2016,0
2748,9,pfmjacpm,20-03-2017,0
4308,179,jblrepyr,27-11-2016,0
727,16,ocsicwng,16-03-2017,0
183,215,bnivzbfi,18-07-2016,0
4028,43,ydqdpmvi,20-03-2017,0
1181,107,iqdwmigj,02-02-2017,0
1498,66,phcvroct,17-03-2017,1
3985,1,ydqdpmvi,20-03-2017,0
4271,110,jblrepyr,29-11-2016,0
1258,199,iqdwmigj,24-02-2017,0
1739,139,phcvroct,28-09-2016,1
2673,226,ujplihug,14-08-2016,0
964,157,ewpvmfbc,15-04-2016,1
1529,31,phcvroct,20-03-2017,0
4365,5,rcyiinms,23-01-2017,0
1843,195,phcvroct,04-08-2015,0
4049,67,ydqdpmvi,20-03-2017,0
635,173,yodaczsb,12-01-2017,1
1319,43,ugldwwzf,26-07-2016,0
4391,31,rcyiinms,14-03-2017,0
2675,231,ujplihug,24-09-2016,0
4753,593,wsmblohy,03-03-2017,0
1488,9,phcvroct,10-06-2016,1
1363,113,ugldwwzf,20-03-2017,0
652,198,yodaczsb,06-12-2016,1
3001,32,nmxkgvmi,01-11-2016,0
1491,11,phcvroct,24-11-2015,1
458,47,yodaczsb,10-05-2016,1
717,3,ocsicwng,17-03-2017,0
374,19,oecfwdaq,16-03-2017,0
75,78,bnivzbfi,17-10-2016,0
605,133,yodaczsb,10-01-2017,1
2689,248,ujplihug,20-03-2017,0
922,105,ewpvmfbc,01-02-2016,1
3222,181,siexkzzo,15-03-2017,0
3754,43,bhqczwkj,22-02-2017,0
4220,34,jblrepyr,04-11-2016,0
2647,180,ujplihug,10-09-2016,1
2889,42,dmgwoqhz,14-02-2017,0
1182,108,iqdwmigj,16-01-2017,0
4588,218,wsmblohy,20-03-2017,0
4018,32,ydqdpmvi,21-12-2016,0
411,23,yodaczsb,12-11-2016,0
2727,396,ujplihug,15-08-2016,1
1942,291,phcvroct,11-03-2015,0
3183,131,siexkzzo,20-01-2017,0
2693,257,ujplihug,20-03-2017,0
4631,302,wsmblohy,17-03-2017,0
4761,626,wsmblohy,14-03-2017,0
758,51,ocsicwng,03-10-2016,0
3020,26,nmxkgvmi,21-10-2016,0
1249,189,iqdwmigj,27-02-2017,0
4340,239,jblrepyr,07-12-2016,0
275,342,bnivzbfi,20-06-2016,0
4069,91,ydqdpmvi,18-03-2017,0
2691,254,ujplihug,14-10-2016,0
3574,198,vwcdylha,17-10-2016,0
829,154,ocsicwng,17-03-2017,0
3220,178,siexkzzo,21-07-2016,0
3003,33,nmxkgvmi,28-10-2016,0
2231,945,phcvroct,04-07-2016,1
3669,4,lydqevjo,02-02-2016,0
4488,45,wsmblohy,18-03-2017,0
1372,126,ugldwwzf,06-10-2016,0
3078,4,siexkzzo,31-10-2016,0
1050,55,rujnkvse,01-03-2017,0
2195,875,phcvroct,24-02-2017,0
3155,100,siexkzzo,03-03-2017,0
1998,407,phcvroct,22-04-2015,1
1245,183,iqdwmigj,28-02-2017,0
1116,27,vcqsbirc,15-01-2017,0
2399,174,rcwkfavv,01-10-2016,0
1198,130,iqdwmigj,17-02-2017,0
805,115,ocsicwng,20-03-2017,0
2300,38,rcwkfavv,05-03-2017,0
2753,15,pfmjacpm,20-03-2017,0
4746,582,wsmblohy,14-03-2017,0
2717,364,ujplihug,08-10-2016,1
3828,144,bhqczwkj,20-03-2017,0
1996,404,phcvroct,20-03-2015,1
3197,151,siexkzzo,27-02-2017,0
355,511,bnivzbfi,24-02-2017,0
4305,171,jblrepyr,11-11-2016,0
1515,24,phcvroct,20-03-2017,0
4532,131,wsmblohy,16-03-2017,0
4158,196,ydqdpmvi,20-03-2017,0
501,70,yodaczsb,19-01-2017,1
3769,63,bhqczwkj,22-02-2017,0
2996,108,ejeyobsm,12-01-2017,0
1101,5,vcqsbirc,15-10-2015,0
2030,471,phcvroct,16-09-2016,1
371,15,oecfwdaq,30-05-2016,1
1447,36,xccmgbjz,14-03-2017,0
4801,814,wsmblohy,20-03-2017,0
713,319,yodaczsb,16-03-2017,0
3814,122,bhqczwkj,27-02-2017,0
3626,57,ojidyfnn,13-06-2016,0
3872,203,bhqczwkj,17-03-2017,0
3846,169,bhqczwkj,15-03-2017,0
1304,22,ugldwwzf,20-03-2017,0
210,249,bnivzbfi,16-12-2016,0
4154,191,ydqdpmvi,20-03-2017,0
3927,265,bhqczwkj,07-02-2017,0
1037,31,rujnkvse,19-03-2017,0
2649,182,ujplihug,19-03-2017,0
2629,157,ujplihug,20-09-2016,0
3632,64,ojidyfnn,13-06-2016,0
1325,55,ugldwwzf,16-03-2017,0
1443,32,xccmgbjz,06-03-2017,0
3791,95,bhqczwkj,17-03-2017,0
3266,247,siexkzzo,16-02-2017,0
3062,42,lgqwnfsg,20-03-2017,0
4780,787,wsmblohy,20-03-2017,0
4619,279,wsmblohy,17-03-2017,0
8,475,bnivzbfi,06-11-2016,1
1402,162,ugldwwzf,20-03-2017,0
3252,227,siexkzzo,20-01-2017,0
3929,267,bhqczwkj,17-03-2017,0
3679,14,lydqevjo,02-02-2016,0
3109,39,siexkzzo,19-03-2017,0
3765,59,bhqczwkj,20-03-2017,0
4703,495,wsmblohy,17-03-2017,0
2800,53,ylpksopb,17-03-2017,0
388,11,yodaczsb,07-06-2014,1
1329,63,ugldwwzf,06-12-2016,1
1264,208,iqdwmigj,27-02-2017,0
2006,422,phcvroct,13-03-2015,0
617,151,yodaczsb,19-01-2017,1
4656,369,wsmblohy,02-03-2017,1
1972,348,phcvroct,23-01-2016,1
4836,851,wsmblohy,17-03-2017,0
767,64,ocsicwng,18-03-2017,0
3921,258,bhqczwkj,23-11-2016,0
122,131,bnivzbfi,20-03-2017,0
3786,90,bhqczwkj,20-01-2017,0
3415,50,fqsozvpv,15-03-2017,0
2890,43,dmgwoqhz,20-03-2017,0
4616,274,wsmblohy,20-03-2017,0
1259,200,iqdwmigj,02-02-2017,0
2654,191,ujplihug,20-03-2017,0
3178,126,siexkzzo,15-03-2017,0
3894,227,bhqczwkj,10-02-2017,0
3926,264,bhqczwkj,14-03-2017,0
2765,12,ylpksopb,17-03-2017,0
916,94,ewpvmfbc,18-08-2016,0
4293,144,jblrepyr,19-03-2017,0
3229,194,siexkzzo,18-03-2017,0
71,73,bnivzbfi,03-03-2017,0
4197,271,jblrepyr,06-10-2016,0
3043,19,lgqwnfsg,23-02-2017,1
2724,389,ujplihug,19-08-2016,1
4100,125,ydqdpmvi,20-03-2017,0
4564,181,wsmblohy,20-03-2017,0
314,432,bnivzbfi,26-01-2017,0
1079,98,rujnkvse,10-03-2017,0
4106,133,ydqdpmvi,16-02-2017,1
2610,137,ujplihug,19-03-2017,0
4503,56,wsmblohy,03-03-2017,1
187,219,bnivzbfi,05-05-2016,0
2355,124,rcwkfavv,17-03-2017,0
4066,88,ydqdpmvi,17-03-2017,0
1218,152,iqdwmigj,13-02-2017,0
2703,269,ujplihug,20-03-2017,0
2771,19,ylpksopb,21-06-2016,1
3188,140,siexkzzo,06-03-2017,0
3561,184,vwcdylha,17-10-2016,0
487,63,yodaczsb,30-11-2016,1
60,58,bnivzbfi,16-03-2017,0
890,48,ewpvmfbc,18-03-2016,0
4253,73,jblrepyr,30-11-2016,0
3072,54,lgqwnfsg,16-03-2017,0
1393,148,ugldwwzf,15-12-2016,0
3439,14,vwcdylha,05-07-2016,0
347,487,bnivzbfi,12-12-2016,1
630,166,yodaczsb,18-10-2016,1
2686,245,ujplihug,20-03-2017,0
336,469,bnivzbfi,08-03-2017,0
2646,179,ujplihug,20-03-2017,0
4628,299,wsmblohy,20-03-2017,0
1382,136,ugldwwzf,20-03-2017,0
2387,159,rcwkfavv,19-09-2016,0
2922,23,ejeyobsm,20-03-2017,0
3324,340,siexkzzo,20-03-2017,0
1774,157,phcvroct,20-03-2017,0
4584,213,wsmblohy,20-03-2017,0
1167,79,iqdwmigj,29-11-2016,0
3401,36,fqsozvpv,14-03-2017,0
4112,140,ydqdpmvi,18-07-2016,0
557,99,yodaczsb,20-01-2017,1
1669,103,phcvroct,20-03-2017,0
3858,185,bhqczwkj,06-02-2017,0
2907,8,ejeyobsm,20-03-2017,0
241,291,bnivzbfi,20-03-2017,0
1210,143,iqdwmigj,21-02-2017,0
2595,114,ujplihug,16-11-2016,0
2969,77,ejeyobsm,20-03-2017,0
219,259,bnivzbfi,20-03-2017,0
1228,162,iqdwmigj,09-12-2016,0
940,128,ewpvmfbc,07-06-2016,0
2442,232,rcwkfavv,20-03-2017,0
643,187,yodaczsb,06-12-2016,1
1353,96,ugldwwzf,17-03-2017,0
3805,112,bhqczwkj,19-03-2017,0
2067,562,phcvroct,20-03-2017,0
869,18,ewpvmfbc,11-07-2016,0
1976,354,phcvroct,13-03-2015,1
1075,91,rujnkvse,07-11-2016,0
337,471,bnivzbfi,03-01-2017,0
3759,52,bhqczwkj,20-03-2017,0
706,293,yodaczsb,20-01-2017,1
2638,170,ujplihug,18-10-2016,0
509,74,yodaczsb,09-10-2016,1
